[ 2012-10-27T09:31:56+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:26:35+08:00 ] /index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000058s ]
[ 2012-10-27T15:26:35+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000073s ]
[ 2012-10-27T15:26:35+08:00 ] /index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-27T15:26:35+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000916s ]
[ 2012-10-27T15:26:35+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-27T15:26:35+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000518s ]
[ 2012-10-27T15:26:35+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000060s ]
[ 2012-10-27T15:26:35+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000337s ]
[ 2012-10-27T15:26:35+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) ORDER BY ordernum desc [ RunTime:0.000289s ]
[ 2012-10-27T15:37:56+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001032s ]
[ 2012-10-27T15:37:56+08:00 ] / | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000076s ]
[ 2012-10-27T15:37:56+08:00 ] / | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000355s ]
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000787s ]
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000103s ]
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 28 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000070s ]
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000094s ]
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000835s ]
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 15 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: isConnect 196c657f8b82048b1beeb0f9599f5fdc.php 第 51 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:37:56+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:37:57+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000951s ]
[ 2012-10-27T15:37:57+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000110s ]
[ 2012-10-27T15:37:57+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000474s ]
[ 2012-10-27T15:37:57+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-27T15:37:57+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000119s ]
[ 2012-10-27T15:37:57+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) ORDER BY ordernum desc [ RunTime:0.000082s ]
[ 2012-10-27T15:37:58+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:38:10+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001130s ]
[ 2012-10-27T15:38:10+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000115s ]
[ 2012-10-27T15:38:10+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:38:10+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:38:10+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:38:12+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000975s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000075s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000378s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000122s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Account/edit/id/24/tab_id/test2 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) ORDER BY ordernum desc [ RunTime:0.000090s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000780s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000336s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000078s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 28 行.
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000071s ]
[ 2012-10-27T15:38:12+08:00 ] /index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-27T15:41:21+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001032s ]
[ 2012-10-27T15:41:21+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000076s ]
[ 2012-10-27T15:41:21+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:41:21+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:41:21+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:41:32+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001408s ]
[ 2012-10-27T15:41:32+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000104s ]
[ 2012-10-27T15:41:32+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:41:32+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:41:32+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:43:28+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001103s ]
[ 2012-10-27T15:43:28+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000091s ]
[ 2012-10-27T15:43:28+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000447s ]
[ 2012-10-27T15:43:28+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000075s ]
[ 2012-10-27T15:43:28+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_category` WHERE ( `id` IN ('36','19','20','21','22','23','27','37') ) ORDER BY ordernum desc [ RunTime:0.000153s ]
[ 2012-10-27T15:43:28+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = 11 ) ORDER BY ordernum desc [ RunTime:0.000121s ]
[ 2012-10-27T15:43:28+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:45:09+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000815s ]
[ 2012-10-27T15:45:09+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000095s ]
[ 2012-10-27T15:45:09+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:45:09+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:45:09+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:51:50+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000752s ]
[ 2012-10-27T15:51:50+08:00 ] / | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000066s ]
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000800s ]
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000100s ]
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 28 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000073s ]
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000075s ]
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000765s ]
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 15 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: isConnect 196c657f8b82048b1beeb0f9599f5fdc.php 第 51 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:51:51+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:51:52+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000954s ]
[ 2012-10-27T15:51:52+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000115s ]
[ 2012-10-27T15:51:52+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:51:52+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:51:52+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:52:01+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001056s ]
[ 2012-10-27T15:52:01+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000099s ]
[ 2012-10-27T15:52:01+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:52:01+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:52:01+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:52:48+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000950s ]
[ 2012-10-27T15:52:48+08:00 ] / | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000069s ]
[ 2012-10-27T15:52:48+08:00 ] / | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000373s ]
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000925s ]
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000083s ]
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 28 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000059s ]
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000074s ]
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000779s ]
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 15 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: isConnect 196c657f8b82048b1beeb0f9599f5fdc.php 第 51 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:52:48+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:52:56+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001004s ]
[ 2012-10-27T15:52:56+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000089s ]
[ 2012-10-27T15:52:56+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:52:56+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:52:56+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:55:08+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001143s ]
[ 2012-10-27T15:55:08+08:00 ] / | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000095s ]
[ 2012-10-27T15:55:08+08:00 ] / | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000458s ]
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000796s ]
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY id desc [ RunTime:0.000080s ]
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | NOTIC: [8] Undefined variable: where IndexAction.class.php 第 28 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `y_account` LIMIT 1  [ RunTime:0.000077s ]
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | SQL: SELECT * FROM `y_account` ORDER BY `id` desc LIMIT 0,20  [ RunTime:0.000094s ]
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/main | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001208s ]
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 15 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: isConnect 196c657f8b82048b1beeb0f9599f5fdc.php 第 51 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:55:09+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:55:16+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000973s ]
[ 2012-10-27T15:55:16+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000084s ]
[ 2012-10-27T15:55:16+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:55:16+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:55:16+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T15:57:20+08:00 ] /index.php/Account/edit/id/24 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.001244s ]
[ 2012-10-27T15:57:20+08:00 ] /index.php/Account/edit/id/24 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000075s ]
[ 2012-10-27T15:57:20+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: langList 196c657f8b82048b1beeb0f9599f5fdc.php 第 106 行.
[ 2012-10-27T15:57:20+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined variable: moduleList 196c657f8b82048b1beeb0f9599f5fdc.php 第 212 行.
[ 2012-10-27T15:57:20+08:00 ] /index.php/Account/edit/id/24 | NOTIC: [8] Undefined index:  tab_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 279 行.
[ 2012-10-27T16:31:03+08:00 ] / | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000898s ]
[ 2012-10-27T16:31:03+08:00 ] / | SQL: SELECT * FROM `y_account` WHERE ( `id` = '24' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-27T16:31:03+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-27T16:31:03+08:00 ] /index.php/Index/left | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000923s ]
[ 2012-10-27T16:31:03+08:00 ] /index.php/Index/left | NOTIC: [2] mysql_connect() [<a href='function.mysql-connect'>function.mysql-connect</a>]: Access denied for user 'xiaoluo'@'localhost' (using password: NO) CommonAction.class.php 第 125 行.
[ 2012-10-27T16:31:03+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined index:  account_id 196c657f8b82048b1beeb0f9599f5fdc.php 第 15 行.
[ 2012-10-27T16:31:03+08:00 ] /index.php/Index/left | NOTIC: [8] Undefined variable: isConnect 196c657f8b82048b1beeb0f9599f5fdc.php 第 51 行.
