[ 2012-10-19T17:08:16+08:00 ] /yconfig/index.php | NOTIC: [8] Undefined index:  account_id CommonAction.class.php 第 17 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:40+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000712s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000073s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000369s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1178' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000071s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000051s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000051s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000051s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000061s ]
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:41+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000883s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000073s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000380s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1178' ) LIMIT 1  [ RunTime:0.000058s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000088s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000055s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000064s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000871s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000340s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1181' ) LIMIT 1  [ RunTime:0.000059s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000065s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000055s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000054s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000056s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000064s ]
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:42+08:00 ] /yconfig/index.php/Category/edit/id/1181/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000922s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000128s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000601s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1178' ) LIMIT 1  [ RunTime:0.000086s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000100s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000077s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000088s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000081s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000090s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1178/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000753s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000071s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000383s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '1159' ) LIMIT 1  [ RunTime:0.000070s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `pid` = '36' ) ORDER BY lang desc,ordernum desc [ RunTime:0.000064s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000053s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000052s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `title` FROM `y_category` WHERE ( `alias` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT `langs` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000057s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `alias` IN ('mobile','zh-cn') ) ORDER BY ordernum desc [ RunTime:0.000064s ]
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 14 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 15 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 38 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 42 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 56 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 60 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 64 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 68 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 72 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 93 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 101 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 102 行.
[ 2012-10-19T17:32:43+08:00 ] /yconfig/index.php/Category/edit/id/1159/aid/3 | NOTIC: [8] Undefined variable: obj 5c3c2ff56e16b6b6ee1bdeb1ff3f266a.php 第 103 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SHOW COLUMNS FROM `y_account` [ RunTime:0.000860s ]
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SELECT * FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000068s ]
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SHOW COLUMNS FROM `y_category` [ RunTime:0.000343s ]
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | NOTIC: [8] Undefined index:  act CategoryAction.class.php 第 16 行.
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SELECT * FROM `y_category` WHERE ( `id` = '20' ) LIMIT 1  [ RunTime:0.000200s ]
[ 2012-10-19T17:32:44+08:00 ] /yconfig/index.php/Category/edit/id/20/aid/3 | SQL: SELECT `modules` FROM `y_account` WHERE ( `id` = '3' ) LIMIT 1  [ RunTime:0.000054s ]
